,carid,pushDate,pushPrice,updatePriceTimeJson,展销时间,品牌 id,车系 id,车型 id,里程,车辆颜色,车辆所在城市 id,国标码,过户次数,载客人数,注册日期,上牌日期,国别,厂商类型,年款,排量,变速箱,燃油类型,新车价,Feature_1,Feature_2,Feature_3,Feature_4,Feature_5,Feature_6,Feature_7,Feature_8,Feature_9,Feature_10,Feature_11,Feature_12,Feature_13,Feature_14,Feature_15,target,fday
1350,25725,2021-07-14,4.44,"{'2021-07-14': 4.44, '2021-07-23': '4.1', '2021-08-14': '3.9', '2021-08-19': '3.8'}",2021-08-19,38,278,5331,10.79,5,19,2,0,5,2013-06-01,2013-08-20,779421.0,2.0,2013.0,1.6,3,1,13.4,1.0,2,2,,38,4,,1.0,5.0,3.0,1+2,4569*1769*1462,201207.0,2,,3.8,36
1711,674,2021-08-19,9.9,{'2021-08-19': 9.9},2021-08-19,5,31,626,12.57,5,1,2,5,7,2013-09-01,2013-12-03,779416.0,2.0,2014.0,2.4,3,1,32.99,1.0,10,2,,5,6,2021-03-25,1.0,5.0,2.0,1,5266*1878*1800,201404.0,2,,9.9,0
1864,62591,2021-08-13,5.98,"{'2021-08-13': 5.98, '2021-08-19': '5.68'}",2021-08-19,8,39,490,13.63,1,14,2,1,5,2010-07-01,2010-10-25,779412.0,2.0,2010.0,1.8,3,1,26.68,1.0,5,2,,10,1,2018-08-07,2.0,5.0,2.0,1+2,4525*1809*1685,201003.0,1,,5.68,6
1122,59953,2021-08-19,9.28,{'2021-08-19': 9.28},2021-08-19,3,137,10600,3.54,1,7,1,0,5,2018-04-01,2018-07-30,779416.0,2.0,2018.0,1.5,3,1,14.98,1.0,2,2,,3,3,,2.0,5.0,,1+2,4368*1823*1483,201711.0,1,,9.28,0
1261,54216,2021-08-19,62.0,{'2021-08-19': 62.0},2021-08-19,20,179,9815,7.81,2,1,1,0,5,2018-07-01,2018-11-16,779412.0,3.0,2019.0,2.0,19,1,84.28,1.0,16,2,126.0,48,2,,2.0,4.0,,3+2,5259*1899*1494,201808.0,1,,62.0,0
1081,18191,2021-07-24,4.38,"{'2021-07-24': 4.38, '2021-08-19': '4.58'}",2021-08-19,8,16,4114,8.92,5,7,1,1,5,2014-09-01,2015-06-16,779412.0,2.0,2014.0,1.6,6,1,10.78,1.0,2,2,,8,2,2018-11-06,1.0,4.0,3.0,1,4523*1775*1467,201402.0,1,,4.58,26
678,13886,2021-07-27,21.5,"{'2021-07-27': 21.5, '2021-08-07': '22.3', '2021-08-11': '21.8', '2021-08-19': '20.98'}",2021-08-19,4,4,3421,1.38,1,7,4,0,5,2019-09-01,2019-12-04,779411.0,3.0,2019.0,1.5,7,1,23.78,1.0,4,2,92.0,4,3,,,,,1+2,3993*1727*1464,201907.0,2,,20.98,23
955,10750,2021-08-19,4.0,{'2021-08-19': 4.0},2021-08-19,53,335,2875,10.05,1,12,2,3,5,2013-08-01,2013-09-25,779413.0,1.0,2013.0,2.0,3,1,13.38,1.0,5,2,145.0,59,1,2021-07-20,1.0,5.0,2.0,1+2,4586*1820*1695,201305.0,1,,4.0,0
823,70456,2021-08-02,5.66,"{'2021-08-02': 5.66, '2021-08-07': '5.88', '2021-08-19': '5.98'}",2021-08-19,9,111,12143,7.87,1,7,1,0,5,2015-07-01,2015-09-01,779413.0,1.0,2015.0,1.5,3,1,13.68,1.0,5,2,85.0,9,1,,2.0,5.0,2.0,1+2,4649*1852*1710,201505.0,2,,5.98,17
1784,1216,2021-08-09,6.58,"{'2021-08-09': 6.58, '2021-08-19': '5.8'}",2021-08-19,7,113,1066,5.32,2,2,1,0,5,2017-03-01,2017-06-26,779415.0,2.0,2016.0,1.6,4,1,11.23,1.0,2,2,68.0,7,2,,1.0,4.0,3.0,1,4665*1700*1505,201609.0,2,,5.8,10
1521,17125,2021-08-19,7.8,{'2021-08-19': 7.8},2021-08-19,5,31,3923,9.81,3,1,2,0,7,2013-10-01,2013-11-14,779416.0,2.0,2013.0,2.4,3,1,24.8,1.0,10,2,,5,6,,1.0,5.0,2.0,1,5213*1847*1750,201303.0,1,,7.8,0
283,13676,2021-08-19,11.78,{'2021-08-19': 11.78},2021-08-19,18,819,3398,5.61,1,5,1,1,5,2017-05-01,2017-09-22,779412.0,2.0,2017.0,1.5,3,1,25.98,1.0,2,2,345.0,23,2,2020-12-07,2.0,4.0,2.0,1+2,4456*1803*1446,201702.0,2,,11.78,0
1221,40353,2021-08-15,46.88,"{'2021-08-15': 46.88, '2021-08-19': '45.88'}",2021-08-19,20,211,7677,4.86,1,1,1,0,5,2018-07-01,2019-03-26,779412.0,3.0,2018.0,2.0,19,1,63.38,1.0,8,2,126.0,48,2,,2.0,4.0,,3+2,4988*1890*1424,201807.0,2,,45.88,4
827,47136,2021-08-19,7.98,{'2021-08-19': 7.98},2021-08-19,2,187,1012,12.25,1,12,2,0,5,2011-03-01,2012-07-25,779415.0,2.0,2009.0,2.4,4,1,24.68,1.0,5,2,66.0,2,1,,1.0,5.0,2.0,1+2,4630*1855*1720,200904.0,2,2044-08-19,7.98,0
1508,56040,2021-08-19,10.88,{'2021-08-19': 10.88},2021-08-19,22,29,10106,1.17,9,7,4,0,5,2020-06-01,2020-06-29,779413.0,1.0,2020.0,1.5,7,1,13.98,1.0,2,2,396.0,22,4,,,,,1+2,4704*1848*1466,202007.0,1,,10.88,0
1034,804,2021-08-19,1.2,{'2021-08-19': 1.2},2021-08-19,26,200,742,12.51,5,1,2,0,5,2010-05-01,2010-08-04,779413.0,1.0,2010.0,1.5,4,1,11.47,1.0,2,2,,22,2,,1.0,4.0,3.0,1,4521*1788*1492,201004.0,2,2011-04-21,1.2,0
1205,810,2021-06-18,18.88,"{'2021-06-18': 18.88, '2021-07-10': '18.68', '2021-08-19': '17.8'}",2021-08-19,71,279,747,2.36,5,2,4,0,5,2019-11-01,2020-05-11,,,2020.0,2.0,13,1,19.88,1.0,2,2,266.0,84,2,,,,,1+2,4677*1840*1461,202004.0,1,,17.8,62
549,51740,2021-08-19,6.7,{'2021-08-19': 6.7},2021-08-19,9,856,9463,1.53,1,1,1,0,5,2016-09-01,2016-10-09,779413.0,1.0,2016.0,2.0,12,1,12.78,1.0,5,2,213.0,9,1,,2.0,5.0,2.0,1,4645*1800*1775,201511.0,1,,6.7,0
125,9637,2021-08-19,16.2,{'2021-08-19': 16.2},2021-08-19,66,312,612,4.03,1,1,1,0,5,2017-11-01,2018-01-03,779416.0,2.0,2017.0,2.0,13,1,27.38,1.0,6,2,,75,2,,2.0,4.0,3.0,1+2,4730*1824*1426,201612.0,2,,16.2,0
1611,1047,2021-08-19,5.8,{'2021-08-19': 5.8},2021-08-19,8,171,935,3.21,1,1,1,0,5,2015-08-01,2016-04-07,779412.0,2.0,2015.0,1.6,9,1,11.79,1.0,2,2,,10,3,,1.0,5.0,2.0,1,4282*1706*1475,201603.0,2,,5.8,0
1171,71,2021-08-16,4.1,"{'2021-08-16': 4.1, '2021-08-19': '3.62'}",2021-08-19,17,62,70,5.31,1,2,1,0,7,2016-09-01,2016-11-22,779413.0,1.0,2016.0,1.5,12,1,11.69,1.0,3,2,48.0,19,1,,2.0,5.0,2.0,1+2,4835*1855*1720,201603.0,2,,3.62,3
1528,3431,2021-08-19,38.8,{'2021-08-19': 38.8},2021-08-19,44,181,1641,3.92,2,1,1,0,5,2017-07-01,2017-11-30,779416.0,3.0,2017.0,3.6,21,1,53.99,1.0,3,2,,55,1,,1.0,4.0,2.0,1,4751*1877*1840,201706.0,1,,38.8,0
132,912,2021-08-19,6.55,{'2021-08-19': 6.55},2021-08-19,2,2,824,14.52,1,5,1,0,5,2014-10-01,2014-11-12,779415.0,2.0,2014.0,1.8,2,1,15.08,1.0,2,2,88.0,2,2,,1.0,4.0,3.0,1+2,4630*1775*1480,201406.0,2,,6.55,0
1225,50667,2021-07-24,23.98,"{'2021-07-24': 23.98, '2021-08-19': '21'}",2021-08-19,18,243,1107,14.94,1,12,2,1,5,2011-08-01,2012-06-21,779412.0,3.0,2011.0,3.0,13,1,89.6,1.0,11,2,86.0,20,1,2016-03-16,2.0,5.0,2.0,3+2,4857*1933*1776,201006.0,2,,21.0,26
742,32310,2021-08-13,10.8,"{'2021-08-13': 10.8, '2021-08-16': '10.2', '2021-08-19': '10'}",2021-08-19,8,219,6427,0.46,2,17,4,0,5,2021-01-01,2021-02-19,,,2021.0,1.5,3,1,13.69,1.0,2,2,227.0,10,2,,,,,1+2,4670*1806*1474,202009.0,2,,10.0,6
1380,971,2021-08-19,2.35,{'2021-08-19': 2.35},2021-08-19,9,111,876,5.85,5,4,2,1,5,2013-07-01,2013-09-10,779413.0,1.0,2013.0,1.5,12,1,11.58,1.0,5,2,85.0,9,1,2014-10-24,2.0,5.0,2.0,1+2,4640*1825*1690,201306.0,2,,2.35,0
783,71269,2021-08-20,45.2,{'2021-08-20': 45.2},2021-08-20,18,175,12290,2.15,2,1,4,0,5,2020-11-01,2020-12-08,,,2021.0,2.0,13,1,46.69,1.0,8,2,205.0,23,2,,,,,3+2,5106*1868*1500,202009.0,1,,45.2,0
785,863,2021-08-20,24.5,{'2021-08-20': 24.5},2021-08-20,20,127,784,5.08,1,1,1,0,5,2017-10-01,2018-01-10,779412.0,2.0,2017.0,2.0,19,1,35.38,1.0,6,2,91.0,21,2,,2.0,4.0,3.0,1+2,4783*1810*1442,201703.0,2,,24.5,0
1467,668,2021-07-27,12.38,"{'2021-07-27': 12.38, '2021-08-12': '12.88', '2021-08-20': '11.5'}",2021-08-20,12,99,620,0.29,6,2,4,0,5,2021-03-01,2021-05-10,,,2021.0,1.5,11,1,13.99,1.0,1,2,241.0,13,1,,,,,1+2,4328*1772*1610,202012.0,2,,11.5,24
1474,9894,2021-08-20,3.88,{'2021-08-20': 3.88},2021-08-20,7,182,884,5.56,2,12,2,0,5,2011-09-01,2011-12-13,779415.0,2.0,2011.0,1.5,11,1,10.28,1.0,2,2,140.0,7,2,,1.0,4.0,3.0,1,4426*1696*1514,201012.0,2,,3.88,0
162,465,2021-08-18,9.7,"{'2021-08-18': 9.7, '2021-08-20': '9.85'}",2021-08-20,7,113,139,2.41,1,5,1,0,5,2019-10-01,2019-12-12,779415.0,2.0,2020.0,1.6,11,1,12.99,1.0,2,2,89.0,7,2,,1.0,4.0,,1+2,4641*1815*1450,201907.0,2,,9.85,2
690,1048,2021-08-20,8.9,{'2021-08-20': 8.9},2021-08-20,23,35,471,7.3,1,3,1,0,5,2016-12-01,2017-05-02,779419.0,2.0,2015.0,1.6,16,1,17.99,1.0,5,2,,25,1,,2.0,5.0,2.0,1+2,4475*1850*1660,201509.0,1,,8.9,0
677,542,2021-08-20,18.0,{'2021-08-20': 18.0},2021-08-20,2,82,509,4.14,1,5,4,0,5,2019-11-01,2019-12-16,779415.0,2.0,2019.0,2.5,13,1,21.98,1.0,6,2,160.0,24,2,,1.0,4.0,,1+2,4885*1840*1455,201902.0,2,,18.0,0
1297,1507,2021-08-20,8.8,{'2021-08-20': 8.8},2021-08-20,12,92,1276,6.77,2,3,2,1,5,2012-03-01,2013-01-06,779415.0,2.0,2012.0,2.4,22,1,22.98,1.0,6,2,72.0,16,2,2021-03-14,1.0,4.0,3.0,1+2,4960*1845*1480,201202.0,2,,8.8,0
821,23115,2021-08-20,18.5,{'2021-08-20': 18.5},2021-08-20,18,33,4952,5.42,1,1,1,0,5,2017-10-01,2017-11-28,779412.0,2.0,2018.0,1.5,13,1,30.98,1.0,6,2,569.0,23,2,,2.0,4.0,3.0,1+2,4753*1811*1453,201709.0,2,,18.5,0
27,17829,2021-08-20,14.98,{'2021-08-20': 14.98},2021-08-20,26,561,4030,4.13,2,7,1,1,7,2018-08-01,2019-05-20,779413.0,1.0,2018.0,2.0,3,1,22.38,1.0,11,2,,22,1,2021-08-13,2.0,5.0,,1+2,4923*1930*1840,201804.0,1,,14.98,0
644,21639,2021-08-20,2.8,{'2021-08-20': 2.8},2021-08-20,5,159,1344,11.56,4,19,2,0,5,2012-06-01,2012-07-25,779416.0,2.0,2012.0,1.6,3,1,15.27,1.0,2,2,,5,2,,1.0,4.0,3.0,1+2,4671*1815*1478,201201.0,2,,2.8,0
33,5596,2021-08-11,1.4,"{'2021-08-11': 1.4, '2021-08-20': '1.3'}",2021-08-20,3,194,2026,11.6,5,15,2,1,5,2010-06-01,2010-08-19,779416.0,2.0,2011.0,1.5,6,1,8.99,1.0,4,2,183.0,3,3,2021-08-11,1.0,5.0,2.0,1,3950*1722*1467,201105.0,1,,1.3,9
1952,12280,2021-08-20,18.0,{'2021-08-20': 18.0},2021-08-20,11,320,3152,10.24,1,1,1,0,4,2015-07-01,2016-08-17,779412.0,3.0,2014.0,2.0,2,1,52.5,1.0,6,2,,39,7,,2.0,2.0,3.0,1+2,4626*1854*1372,201402.0,2,,18.0,0
365,57056,2021-08-20,2.88,{'2021-08-20': 2.88},2021-08-20,5,159,10241,8.12,2,7,2,1,5,2013-05-01,2013-06-17,779416.0,2.0,2013.0,1.6,6,1,13.77,1.0,2,2,,5,2,2021-07-07,1.0,4.0,3.0,1+2,4671*1815*1478,201209.0,1,,2.88,0
57,56618,2021-08-02,7.88,"{'2021-08-02': 7.88, '2021-08-20': '7.78'}",2021-08-20,17,843,10176,5.68,1,17,1,0,5,2017-08-01,2017-11-17,779413.0,1.0,2017.0,1.5,10,2,23.19,1.0,5,2,19.0,19,1,,2.0,5.0,2.0,1+2,4565*1870*1700,201704.0,2,,7.78,18
236,982,2021-08-20,6.47,{'2021-08-20': 6.47},2021-08-20,12,380,886,3.9,1,5,1,1,5,2018-06-01,2018-07-31,779415.0,2.0,2017.0,1.5,11,1,8.98,1.0,2,2,300.0,16,2,2021-04-21,1.0,4.0,3.0,1,4450*1695*1477,201611.0,1,,6.47,0
161,1141,2021-08-15,17.8,"{'2021-08-15': 17.8, '2021-08-17': '17.5', '2021-08-20': '15.5'}",2021-08-20,7,57,1009,5.01,6,1,1,0,5,2017-11-01,2018-01-23,779415.0,2.0,2017.0,2.5,20,1,23.98,1.0,5,2,256.0,7,1,,1.0,5.0,2.0,1+2,4675*1820*1722,201704.0,2,,15.5,5
1958,536,2021-08-20,4.66,{'2021-08-20': 4.66},2021-08-20,8,208,313,12.31,3,1,2,2,5,2010-11-01,2010-12-07,779412.0,2.0,2010.0,1.4,16,1,14.98,1.0,2,2,,8,3,2018-02-05,2.0,5.0,2.0,1+2,4199*1786*1479,200910.0,2,,4.66,0
79,1217,2021-08-20,3.1,{'2021-08-20': 3.1},2021-08-20,84,416,1067,10.74,1,5,1,0,7,2018-03-01,2018-05-07,779413.0,1.0,2017.0,1.6,6,1,6.79,1.0,14,2,,28,6,,1.0,5.0,2.0,1,4810*1795*1750,201707.0,2,,3.1,0
836,277,2021-08-20,11.8,{'2021-08-20': 11.8},2021-08-20,11,186,268,2.86,1,2,1,1,5,2017-04-01,2017-09-28,779412.0,2.0,2017.0,1.4,16,1,21.26,1.0,2,2,142.0,12,3,2019-08-29,2.0,5.0,2.0,1+2,4321*1785*1426,201704.0,2,,11.8,0
13,412,2021-08-21,11.9,{'2021-08-21': 11.9},2021-08-21,2,134,390,2.19,1,1,4,0,5,2020-10-01,2020-10-20,,,2021.0,1.8,25,2,14.28,1.0,2,2,189.0,24,2,,,,,1+2,4640*1780*1455,202006.0,2,,11.9,0
1402,1180,2021-08-21,13.3,{'2021-08-21': 13.3},2021-08-21,2,230,1039,14.58,2,3,2,0,5,2010-10-01,2010-12-13,779415.0,2.0,2010.0,2.5,3,1,34.23,1.0,8,2,210.0,2,2,,1.0,4.0,3.0,1+2,5005*1810*1500,201004.0,2,,13.3,0
588,50139,2021-08-21,14.28,{'2021-08-21': 14.28},2021-08-21,26,561,9180,3.13,1,3,4,1,7,2019-03-01,2020-12-25,779413.0,1.0,2018.0,2.0,3,1,19.38,1.0,11,2,,22,1,2021-01-18,2.0,5.0,,1+2,4923*1930*1840,201804.0,1,,14.28,0
1931,81,2021-08-21,5.2,{'2021-08-21': 5.2},2021-08-21,13,66,79,5.66,4,1,2,0,5,2012-02-01,2012-03-16,779416.0,2.0,2012.0,2.0,3,1,17.99,1.0,6,2,53.0,14,2,,1.0,4.0,3.0,1+2,4869*1854*1472,201202.0,2,,5.2,0
530,49787,2021-08-21,3.88,{'2021-08-21': 3.88},2021-08-21,6,91,9122,7.0,1,9,1,0,5,2016-10-01,2017-01-17,779413.0,1.0,2017.0,1.3,12,1,8.78,1.0,2,2,324.0,6,2,,2.0,4.0,2.0,1,4725*1802*1478,201609.0,1,,3.88,0
1648,69181,2021-07-24,6.28,"{'2021-07-24': 6.28, '2021-08-19': '6.58', '2021-08-21': '5.98'}",2021-08-21,1,967,11969,0.33,1,7,4,1,5,2020-12-01,2021-04-22,,,2020.0,1.5,12,1,7.18,1.0,1,2,222.0,1,1,2021-07-02,,,,1,4300*1750*1600,202007.0,1,,5.98,28
890,446,2021-08-21,6.4999,{'2021-08-21': 6.4999},2021-08-21,15,22,422,8.3,7,2,2,0,5,2018-03-01,2018-10-18,779413.0,1.0,2018.0,1.5,3,1,12.38,,5,2,18.0,17,1,,2.0,5.0,,1,4525*1852*1685,201810.0,2,,6.4999,0
245,17047,2021-08-21,2.99,{'2021-08-21': 2.99},2021-08-21,7,182,602,7.46,6,5,1,1,5,2016-07-01,2016-08-03,779415.0,2.0,2015.0,1.5,6,1,7.98,1.0,2,2,140.0,7,2,2016-10-13,1.0,4.0,3.0,1,4456*1696*1514,,2,,2.99,0
982,1482,2021-07-25,9.98,"{'2021-07-25': 9.98, '2021-08-21': '9.7'}",2021-08-21,9,111,1258,1.83,1,1,4,0,5,2020-01-01,2020-06-17,779413.0,1.0,2019.0,1.5,7,1,11.4,,5,2,9.0,9,1,,2.0,5.0,,1+2,4649*1852*1710,201908.0,2,,9.7,27
1086,57059,2021-07-13,3.68,"{'2021-07-13': 3.68, '2021-08-21': '3.42'}",2021-08-21,5,159,10241,7.18,1,15,2,1,5,2014-02-01,2014-03-14,779416.0,2.0,2013.0,1.6,6,1,13.77,1.0,2,2,,5,2,2017-09-06,1.0,4.0,3.0,1+2,4671*1815*1478,201209.0,1,,3.42,39
1047,14819,2021-07-16,17.8,"{'2021-07-16': 17.8, '2021-08-21': '17'}",2021-08-21,11,15,674,13.87,2,3,1,0,5,2012-11-01,2012-12-21,779412.0,2.0,2012.0,2.5,2,1,47.26,1.0,8,2,,12,2,,1.0,4.0,3.0,"1+2,4+2",5015*1874*1455,201203.0,2,,17.0,36
843,3457,2021-08-21,12.88,{'2021-08-21': 12.88},2021-08-21,11,205,1663,6.38,6,14,2,0,5,2014-10-01,2014-11-27,779412.0,2.0,2015.0,1.4,23,1,28.98,1.0,5,2,,12,1,,2.0,5.0,2.0,1+2,4385*1831*1589,201404.0,1,,12.88,0
1433,8924,2021-08-21,9.3,{'2021-08-21': 9.3},2021-08-21,2,285,2616,34.53,5,14,2,0,5,2011-04-01,2011-04-11,779415.0,2.0,2010.0,2.5,3,1,23.48,1.0,6,2,210.0,2,2,,1.0,4.0,3.0,1+2,4735*1795*1450,201009.0,1,,9.3,0
1786,40759,2021-08-21,1.7,{'2021-08-21': 1.7},2021-08-21,62,1015,7728,10.62,4,9,2,2,5,2012-06-01,2012-08-29,,,2011.0,1.6,4,1,9.78,1.0,2,2,,71,3,2016-05-06,,,,1+2,4336*1760*1528,201104.0,1,,1.7,0
837,45679,2021-08-22,8.88,{'2021-08-22': 8.88},2021-08-22,12,92,1276,14.28,2,5,2,1,5,2012-01-01,2012-02-27,779415.0,2.0,2012.0,2.4,22,1,22.98,1.0,6,2,72.0,16,2,2020-04-02,1.0,4.0,3.0,1+2,4960*1845*1480,201202.0,1,,8.88,0
466,695,2021-08-22,2.7999,{'2021-08-22': 2.7999},2021-08-22,23,156,204,16.19,5,2,2,0,5,2013-09-01,2013-12-27,779419.0,2.0,2010.0,1.4,4,1,8.69,1.0,4,2,116.0,25,2,,1.0,4.0,3.0,1,4340*1700*1460,201008.0,2,,2.7999,0
1469,9135,2021-08-22,5.58,{'2021-08-22': 5.58},2021-08-22,9,111,2657,6.72,1,5,1,0,5,2016-12-01,2017-02-27,779413.0,1.0,2017.0,1.5,3,1,11.98,1.0,5,2,85.0,9,1,,2.0,5.0,2.0,1+2,4649*1852*1710,201609.0,2,,5.58,0
1480,3427,2021-08-12,4.68,"{'2021-08-12': 4.68, '2021-08-22': '4.58'}",2021-08-22,1,549,1642,4.25,5,5,1,0,6,2018-10-01,2018-11-15,779413.0,1.0,,1.5,1,1,6.98,1.0,14,2,1.0,1,6,,1.0,5.0,,1,4615*1735*1660,201805.0,1,,4.58,10
495,28090,2021-08-22,46.98,{'2021-08-22': 46.98},2021-08-22,27,385,898,4.93,3,1,4,0,5,2019-11-01,2020-01-19,779411.0,3.0,2020.0,2.0,13,1,63.58,1.0,3,2,,29,1,,2.0,5.0,,"1+2,4+2",4811*2032*1685,201909.0,1,,46.98,0
1903,8506,2021-08-06,2.35,"{'2021-08-06': 2.35, '2021-08-22': '2.28'}",2021-08-22,25,122,2522,1.48,5,5,2,1,5,2014-03-01,2014-06-04,779413.0,1.0,2014.0,1.4,1,1,6.49,1.0,4,2,,28,3,2021-08-03,1.0,5.0,2.0,1,3970*1730*1615,201311.0,1,,2.28,16
1484,61025,2021-08-22,15.9,{'2021-08-22': 15.9},2021-08-22,17,592,10780,1.22,5,17,1,0,7,2019-01-01,2019-06-24,779413.0,1.0,2018.0,2.0,23,2,25.99,1.0,3,2,325.0,19,1,,2.0,5.0,,1+2,4870*1950*1725,201806.0,2,,15.9,0
1686,707,2021-08-22,7.6,{'2021-08-22': 7.6},2021-08-22,3,321,655,15.86,1,1,2,3,5,2011-10-01,2012-06-04,779416.0,3.0,2012.0,3.5,3,1,42.98,1.0,3,2,,81,1,2016-12-28,1.0,5.0,2.0,1+2,4699*1930*1705,201201.0,1,,7.6,0
1510,73733,2021-07-05,5.68,"{'2021-07-05': 5.68, '2021-07-31': '5.58', '2021-08-06': '5.48', '2021-08-16': '5.38', '2021-08-22': '5.33'}",2021-08-22,3,261,12658,16.32,1,5,2,1,5,2013-11-01,2013-12-26,779416.0,3.0,2013.0,1.6,3,1,19.38,1.0,5,2,,3,1,2017-03-14,2.0,5.0,2.0,1+2,4524*1838*1685,201301.0,1,,5.33,48
728,25021,2021-07-20,16.9,"{'2021-07-20': 16.9, '2021-08-22': '16.58'}",2021-08-22,11,320,5207,7.62,5,1,2,1,4,2012-03-01,2012-07-06,779412.0,3.0,2012.0,2.0,2,1,52.5,1.0,6,2,,39,7,2021-07-19,2.0,2.0,2.0,1+2,4626*1854*1372,201107.0,1,,16.58,33
1399,1304,2021-08-15,3.6,"{'2021-08-15': 3.6, '2021-08-21': '3.3', '2021-08-22': '3.3'}",2021-08-22,8,8,321,12.12,1,1,1,1,5,2013-09-01,2013-10-10,779412.0,2.0,2013.0,1.6,9,1,10.83,1.0,2,2,,8,2,2017-09-12,1.0,4.0,3.0,1,4487*1706*1470,201303.0,2,2036-08-14,3.3,7
1163,58102,2021-08-22,3.2,{'2021-08-22': 3.2},2021-08-22,5,159,10357,3.74,3,7,2,0,5,2012-06-01,2012-08-09,779416.0,2.0,2013.0,1.6,3,1,14.49,1.0,2,2,356.0,5,3,,1.0,5.0,2.0,1+2,4419*1814*1487,201203.0,1,2094-08-22,3.2,0
1148,15863,2021-08-22,4.0,{'2021-08-22': 4.0},2021-08-22,3,210,551,16.17,5,17,2,0,5,2011-12-01,2011-12-29,779416.0,2.0,2011.0,2.0,23,1,19.98,1.0,6,2,,3,2,,2.0,4.0,3.0,1+2,4854*1886*1495,201103.0,2,,4.0,0
978,34054,2021-08-22,18.2,{'2021-08-22': 18.2},2021-08-22,20,415,1059,6.19,1,1,1,1,5,2019-03-01,2019-05-16,779412.0,2.0,2019.0,1.3,7,1,26.48,1.0,2,2,337.0,21,2,2021-07-13,2.0,4.0,,1+2,4622*1796*1454,201811.0,1,,18.2,0
613,1643,2021-08-20,4.3,"{'2021-08-20': 4.3, '2021-08-22': '3.8'}",2021-08-22,23,154,624,8.16,2,1,2,0,5,2013-08-01,2013-08-12,779419.0,2.0,2012.0,1.6,3,1,11.58,1.0,2,2,63.0,25,2,,1.0,4.0,3.0,1,4570*1775*1445,201208.0,2,,3.8,2
1687,7179,2021-07-29,5.38,"{'2021-07-29': 5.38, '2021-08-22': '4.88'}",2021-08-22,13,222,341,3.64,4,5,1,0,5,2018-12-01,2019-02-03,779416.0,2.0,2019.0,1.5,3,1,9.09,1.0,2,2,1.0,14,2,,2.0,4.0,,1,4544*1779*1467,201803.0,1,,4.88,24
812,32237,2021-07-31,41.3,"{'2021-07-31': 41.3, '2021-08-22': '40.98'}",2021-08-22,45,131,6401,3.36,2,1,4,0,5,2020-11-01,2021-01-14,,,2020.0,2.5,25,2,39.6,1.0,8,2,318.0,47,2,,,,,3+2,4975*1866*1447,202010.0,1,,40.98,22
597,60753,2021-08-22,6.0,{'2021-08-22': 6.0},2021-08-22,5,159,227,3.18,5,5,1,1,5,2018-12-01,2019-02-13,779416.0,2.0,2019.0,1.3,3,1,13.59,1.0,2,2,124.0,5,2,2020-08-22,2.0,4.0,2.0,1,4609*1798*1486,201809.0,2,2029-08-22,6.0,0
1853,200,2021-08-22,2.9,{'2021-08-22': 2.9},2021-08-22,6,149,194,3.93,6,1,1,0,5,2016-09-01,2016-11-01,779413.0,1.0,2017.0,1.5,6,1,7.98,1.0,2,2,112.0,6,2,,1.0,4.0,3.0,1,4631*1789*1470,201610.0,2,,2.9,0
591,56060,2021-05-08,17.88,"{'2021-05-08': 17.88, '2021-07-04': '17.38', '2021-07-21': '17.08', '2021-08-22': '17.28'}",2021-08-22,18,289,10097,8.71,5,1,2,0,5,2012-04-01,2012-07-25,779412.0,2.0,2013.0,2.0,13,1,49.9,,3,2,34.0,20,1,,2.0,5.0,2.0,1+2,4642*1881*1686,201212.0,1,,17.28,106
724,1605,2021-08-22,13.3,{'2021-08-22': 13.3},2021-08-22,8,469,1342,0.98,1,1,4,0,5,2020-01-01,2020-06-12,779412.0,2.0,2020.0,1.4,16,1,18.88,1.0,5,2,235.0,10,1,,2.0,5.0,,1+2,4453*1841*1632,201911.0,1,,13.3,0
1819,55550,2021-08-22,5.68,{'2021-08-22': 5.68},2021-08-22,14,374,10053,1.12,2,1,1,1,5,2018-04-01,2020-01-07,779413.0,1.0,2018.0,1.8,21,1,19.18,1.0,6,2,,15,2,2020-08-04,2.0,4.0,,1+2,4861*1820*1462,201803.0,2,,5.68,0
412,32157,2021-07-20,11.3,"{'2021-07-20': 11.3, '2021-07-31': '10.68', '2021-08-06': '10.38', '2021-08-22': '9.88'}",2021-08-22,11,63,6374,9.29,2,5,2,0,5,2009-10-01,2013-07-02,779412.0,2.0,2010.0,2.0,2,1,32.99,1.0,6,2,,12,2,,2.0,4.0,3.0,1+2,4763*1826*1426,200908.0,1,,9.88,33
776,23353,2021-08-22,12.98,{'2021-08-22': 12.98},2021-08-22,2,230,5000,14.32,2,35,2,0,5,2011-09-01,2011-09-15,779415.0,2.0,2011.0,2.5,3,1,34.47,1.0,8,2,210.0,2,2,,1.0,4.0,3.0,1+2,5005*1810*1500,201107.0,1,,12.98,0
562,347,2021-08-22,0.65,{'2021-08-22': 0.65},2021-08-22,28,217,330,27.24,4,1,2,1,5,2009-10-01,2009-11-18,,,2007.0,1.4,6,1,7.78,1.0,4,2,166.0,30,2,2018-01-17,,,,1,4290*1695*1480,,1,,0.65,0
