carid,pushDate,pushPrice,updatePriceTimeJson,pullDate,withdrawDate,展销时间,品牌 id,车系 id,车型 id,里程,车辆颜色,车辆所在城市 id,国标码,过户次数,载客人数,注册日期,上牌日期,国别,厂商类型,年款,排量,变速箱,燃油类型,新车价,Feature_1,Feature_2,Feature_3,Feature_4,Feature_5,Feature_6,Feature_7,Feature_8,Feature_9,Feature_10,Feature_11,Feature_12,Feature_13,Feature_14,Feature_15,target,成交周期
41123,2020-07-03,28.18,"{""2020-07-05"": ""26.58""}",2020-07-07,2020-07-07,2020-07-05,30,143,7772,1.41,1,19,1.0,0,5,2018-06-01,2019-05-21,,,2018.0,2.0,13.0,1,39.99,1.0,3,2,177.0,32,1,,,,,1+2,4688*1902*1658,201712.0,1,,26.58,4.0
3327,2021-04-02,4.0,{},2021-04-06,2021-04-06,2021-04-02,5,67,1638,15.33,4,1,2.0,0,5,2010-09-01,2010-09-29,779416.0,2.0,2010.0,2.0,3.0,1,25.89,1.0,6,2,,5,2,,2.0,4.0,3.0,1+2,4830*1856*1484,201003.0,1,,4.0,4.0
217,2021-04-11,1.5,{},2021-06-05,2021-06-05,2021-04-11,33,162,211,7.61,5,1,2.0,0,5,2011-03-01,2011-04-11,779414.0,2.0,2010.0,1.6,6.0,1,9.28,1.0,2,2,118.0,35,2,,1.0,4.0,2.0,1+2,4481*1746*1526,200909.0,1,,1.5,55.0
45266,2020-08-11,5.78,{},2020-09-01,2020-09-01,2020-08-11,65,387,913,5.78,3,4,1.0,1,7,2017-03-01,2017-08-24,779413.0,1.0,2017.0,1.5,11.0,1,10.1,1.0,3,2,257.0,74,1,2020-05-11,2.0,5.0,2.0,1,4680*1845*1715,201709.0,2,,5.78,21.0
21269,2020-07-18,15.8,{},2020-07-20,2020-07-20,2020-07-18,27,46,4649,8.37,2,1,2.0,1,5,2013-03-01,2013-06-09,,,2013.0,2.0,3.0,1,59.8,1.0,3,2,,29,1,2020-07-15,,,,1+2,4500*2005*1765,201211.0,1,,15.8,2.0
33225,2020-08-14,4.72,{},2020-08-28,2020-08-28,2020-08-14,3,137,176,5.19,5,1,2.0,0,5,2013-04-01,2013-05-14,779416.0,2.0,2012.0,1.6,32.0,1,14.39,1.0,2,2,,3,2,,1.0,4.0,3.0,1+2,4534*1823*1483,201202.0,1,,4.72,14.0
1192,2021-06-20,6.0,"{""2021-06-29"": ""5.58""}",2021-07-06,2021-07-06,2021-06-29,8,135,930,1.31,1,1,1.0,0,5,2015-02-01,2015-04-10,779412.0,2.0,2014.0,1.6,3.0,1,10.39,1.0,4,2,,10,3,,1.0,5.0,2.0,1+2,3970*1682*1462,201405.0,2,,5.58,16.0
59892,2020-12-06,20.5,{},2020-12-23,2020-12-23,2020-12-06,3,426,10590,14.11,2,1,2.0,0,7,2015-03-01,2015-08-21,779416.0,3.0,2013.0,3.5,3.0,1,49.98,1.0,11,2,,81,1,,1.0,5.0,2.0,1+2,5006*2005*1743,201303.0,1,,20.5,17.0
50414,2021-03-26,2.98,"{""2021-03-27"": ""2.88"", ""2021-03-28"": ""2.8"", ""2021-04-10"": ""2.6"", ""2021-05-03"": ""2.3"", ""2021-05-08"": ""2.2""}",2021-05-28,2021-05-28,2021-05-08,51,173,9233,15.8,5,17,1.0,0,7,2015-04-01,2016-05-13,779413.0,1.0,2013.0,1.5,6.0,1,7.28,1.0,14,2,131.0,56,6,,1.0,5.0,2.0,1,4420*1695*1825,201310.0,2,,2.2,63.0
67837,2021-06-16,1.5,{},2021-06-27,2021-06-27,2021-06-16,13,18,11791,12.82,5,15,2.0,0,5,2010-11-01,2010-12-03,779416.0,2.0,2009.0,1.6,6.0,1,11.99,1.0,2,2,94.0,14,2,,1.0,4.0,3.0,1,4598*1797*1477,,1,,1.5,11.0
7478,2021-01-13,23.88,"{""2021-01-19"": ""22.8""}",2021-02-21,2021-02-21,2021-01-19,12,53,2352,0.09,2,5,4.0,0,5,2020-06-01,2020-07-29,,,2021.0,1.5,11.0,1,24.98,1.0,5,2,249.0,13,1,,,,,1+2,4621*1855*1689,202007.0,2,,22.8,39.0
63841,2021-05-20,19.8,{},2021-05-21,2021-05-21,2021-05-20,7,601,11213,0.69,1,1,4.0,0,5,2020-12-01,2021-01-05,779415.0,2.0,2020.0,2.5,15.0,1,22.83,1.0,3,2,256.0,56,1,,1.0,5.0,,1,4882*1850*1835,201911.0,1,,19.8,1.0
10224,2020-04-23,20.0,"{""2020-04-26"": ""19.5"", ""2020-04-27"": ""19"", ""2020-04-28"": ""18.5""}",2020-05-05,2020-05-05,2020-04-28,2,161,2806,14.67,2,27,3.0,1,8,2007-07-01,2007-08-07,779415.0,2.0,2006.0,4.0,21.0,1,58.5,1.0,11,2,322.0,2,1,2015-03-26,1.0,5.0,2.0,1+2,4970*1875*1905,,2,,18.5,12.0
38737,2021-04-14,12.68,"{""2021-04-15"": ""11.98""}",2021-04-20,2021-04-20,2021-04-15,8,101,7382,4.42,6,7,1.0,0,5,2016-10-01,2016-11-07,779412.0,2.0,2017.0,1.4,16.0,1,18.99,1.0,6,2,119.0,8,2,,2.0,4.0,3.0,1+2,4866*1832*1464,201607.0,1,,11.98,6.0
21954,2020-08-15,5.0,{},2020-08-25,2020-08-25,2020-08-15,3,140,973,2.75,1,19,1.0,0,5,2015-09-01,2015-10-30,779416.0,2.0,2015.0,1.5,3.0,1,11.98,1.0,2,2,107.0,3,2,,1.0,4.0,3.0,1,4587*1825*1490,201412.0,1,,5.0,10.0
17767,2020-07-26,1.98,{},2020-08-12,2020-08-12,2020-07-26,53,189,4029,6.68,2,4,2.0,0,5,2011-10-01,2011-12-30,779413.0,1.0,2011.0,2.0,12.0,1,13.88,1.0,6,2,242.0,59,2,,1.0,4.0,3.0,1+2,4705*1782*1465,201105.0,2,,1.98,17.0
9673,2021-05-06,17.2,"{""2021-05-17"": ""16.5""}",2021-06-05,2021-06-05,2021-05-17,66,312,612,3.81,1,3,1.0,0,5,2018-08-01,2018-09-19,779416.0,2.0,2017.0,2.0,13.0,1,27.38,1.0,6,2,,75,2,,2.0,4.0,3.0,1+2,4730*1824*1426,201612.0,2,,16.5,30.0
53855,2020-08-16,7.0,"{""2020-08-25"": ""6.8""}",2020-08-29,2020-08-29,2020-08-25,128,1164,9764,1.32,1,1,1.0,1,5,2018-12-01,2019-05-15,,,2019.0,2.0,13.0,1,13.99,1.0,3,2,213.0,173,1,2020-08-11,,,,1+2,4736*1942*1672,201809.0,1,,6.8,13.0
70521,2020-11-18,6.88,{},2020-12-07,2020-12-07,2020-11-18,17,480,12153,3.13,1,17,1.0,0,5,2017-12-01,2017-12-29,,,2017.0,1.5,32.0,2,18.59,1.0,2,2,19.0,19,2,,,,,1,4740*1770*1480,201707.0,2,,6.88,19.0
70527,2020-05-26,6.78,{},2020-06-04,2020-06-04,2020-05-26,17,480,12153,4.68,1,17,1.0,0,5,2017-09-01,2017-12-28,,,2017.0,1.5,32.0,2,18.59,1.0,2,2,19.0,19,2,,,,,1,4740*1770*1480,201707.0,1,,6.78,9.0
66123,2020-05-16,2.88,{},2020-05-17,2020-05-17,2020-05-16,15,458,11568,5.5,5,2,1.0,0,5,2014-08-01,2014-11-05,779413.0,1.0,2014.0,1.6,6.0,1,8.08,1.0,2,2,,17,2,,1.0,4.0,3.0,1,4590*1790*1490,201408.0,1,,2.88,1.0
18787,2021-01-07,26.8,{},2021-01-22,2021-01-22,2021-01-07,11,15,4215,4.03,2,1,1.0,3,5,2017-01-01,2017-01-23,779412.0,2.0,2017.0,1.8,31.0,1,41.88,1.0,8,2,,12,2,2018-02-27,2.0,4.0,3.0,"1+2,4+2",5036*1874*1466,201609.0,2,,26.8,15.0
21590,2020-12-04,21.88,"{""2020-12-08"": ""21.58"", ""2020-12-31"": ""19.98""}",2021-01-20,2021-01-20,2020-12-31,7,332,4717,4.94,2,12,1.0,0,5,2018-07-01,2018-08-15,,,2017.0,2.5,20.0,2,33.38,1.0,3,2,752.0,7,1,,,,,1+2,4897*1908*1691,201702.0,1,,19.98,47.0
68942,2020-03-06,16.5,"{""2020-03-07"": ""16.3""}",2020-03-10,2020-03-10,2020-03-07,2,34,1157,15.62,1,15,2.0,0,7,2014-04-01,2014-05-06,779415.0,2.0,2012.0,2.7,3.0,1,29.88,,3,2,328.0,24,1,,1.0,5.0,2.0,1+2,4795*1910*1760,201206.0,2,,16.3,4.0
9112,2020-08-09,15.8,{},2020-09-16,2020-09-16,2020-08-09,8,83,2655,4.87,1,1,1.0,0,5,2015-05-01,2015-06-16,779412.0,2.0,2015.0,2.0,32.0,1,30.38,1.0,6,2,,8,2,,2.0,4.0,3.0,1+2,4812*1855*1417,201409.0,1,2024-08-09,15.8,38.0
61431,2020-07-15,22.8,{},2020-07-23,2020-07-23,2020-07-15,11,15,10826,7.37,1,1,1.0,1,5,2015-10-01,2016-03-28,779412.0,2.0,2014.0,2.0,2.0,1,44.66,1.0,8,2,,12,2,2020-05-29,2.0,4.0,3.0,"1+2,4+2",5015*1874*1455,201401.0,2,,22.8,8.0
39759,2020-09-17,4.98,"{""2020-09-21"": ""4.7""}",2020-10-10,2020-10-10,2020-09-21,3,140,367,6.73,1,12,1.0,0,5,2016-11-01,2016-12-08,779416.0,2.0,2015.0,1.5,6.0,1,9.68,1.0,2,2,107.0,3,2,,1.0,4.0,3.0,1,4587*1825*1490,201412.0,1,,4.7,23.0
50514,2021-05-08,8.5,"{""2021-05-25"": ""8.2"", ""2021-05-29"": ""8"", ""2021-06-13"": ""7.8"", ""2021-07-05"": ""7.5""}",2021-07-06,2021-07-06,2021-07-05,5,67,257,3.92,5,14,1.0,0,5,2017-01-01,2017-03-29,779416.0,2.0,2015.0,2.0,3.0,1,17.89,1.0,6,2,53.0,5,2,,1.0,4.0,3.0,1+2,4843*1856*1484,201503.0,1,,7.5,59.0
326,2021-06-12,4.2,"{""2021-06-24"": ""4.1""}",2021-06-24,2021-06-24,2021-06-24,23,156,222,5.68,1,2,1.0,1,5,2015-12-01,2016-03-10,779419.0,2.0,2014.0,1.4,4.0,1,8.69,1.0,4,2,116.0,25,2,2019-07-23,1.0,4.0,3.0,1,4375*1700*1460,201403.0,1,,4.1,12.0
12727,2021-05-25,8.6,{},2021-06-12,2021-06-12,2021-05-25,8,39,3241,11.2,6,14,1.0,0,5,2013-10-01,2013-11-21,779412.0,2.0,2013.0,2.0,3.0,1,29.18,,5,2,,10,1,,2.0,5.0,2.0,1+2,4506*1809*1685,201306.0,2,,8.6,18.0
32538,2020-09-29,7.18,{},2020-10-25,2020-10-25,2020-09-29,68,271,6483,1.54,1,14,1.0,0,4,2015-10-01,2016-01-06,0.0,1.0,2014.0,2.4,6.0,1,15.68,1.0,5,2,243.0,78,1,,1.0,2.0,2.0,1,4350*1843*1837,201312.0,1,,7.18,26.0
10701,2020-10-20,2.4,{},2021-01-22,2021-01-22,2020-10-20,13,58,2862,9.42,1,28,2.0,0,5,2014-10-01,2014-12-03,779416.0,2.0,2013.0,1.2,6.0,1,6.18,1.0,4,2,282.0,14,2,,1.0,4.0,3.0,,4249*1690*1503,201310.0,1,,2.4,94.0
60310,2020-04-19,19.8,{},2020-05-06,2020-05-06,2020-04-19,18,510,10657,15.99,2,1,2.0,1,5,2011-05-01,2011-09-02,779412.0,3.0,2011.0,3.0,3.0,1,89.8,1.0,16,2,311.0,20,2,2019-01-15,1.0,4.0,3.0,3+2,5212*1902*1478,201108.0,2,,19.8,17.0
11778,2020-03-01,7.38,"{""2020-03-04"": ""6.98""}",2020-03-26,2020-03-26,2020-03-04,72,782,3081,4.53,1,69,2.0,0,7,2017-01-01,2017-03-16,779413.0,1.0,2015.0,2.4,6.0,1,13.69,1.0,3,2,620.0,86,1,,1.0,5.0,2.0,1,4890*1795*1940,201412.0,1,,6.98,25.0
736,2021-05-25,3.89,{},2021-05-25,2021-05-25,2021-05-25,16,290,680,15.04,4,1,2.0,0,5,2011-08-01,2011-09-27,779415.0,2.0,2011.0,2.0,21.0,1,17.98,1.0,6,2,214.0,18,2,,1.0,4.0,3.0,1+2,4670*1780*1435,201012.0,2,,3.89,0.0
39506,2020-11-10,9.5,{},2020-11-19,2020-11-19,2020-11-10,18,441,1197,10.3,6,19,2.0,0,5,2012-06-01,2012-11-22,779412.0,3.0,2010.0,2.0,3.0,1,36.7,1.0,5,2,,20,1,,1.0,5.0,2.0,1+2,4454*1798*1545,201004.0,1,,9.5,9.0
73824,2021-05-28,4.38,{},2021-06-07,2021-06-07,2021-05-28,5,67,12672,14.59,6,17,2.0,0,5,2011-12-01,2012-06-04,779416.0,2.0,2010.0,2.0,3.0,1,20.39,1.0,6,2,53.0,5,2,,1.0,4.0,3.0,1+2,4830*1856*1484,201003.0,2,,4.38,10.0
57962,2021-03-07,4.9,{},2021-03-20,2021-03-20,2021-03-07,8,135,930,5.8,1,17,1.0,1,5,2015-01-01,2015-03-20,779412.0,2.0,2014.0,1.6,3.0,1,10.39,1.0,4,2,,10,3,2018-06-01,1.0,5.0,2.0,1+2,3970*1682*1462,201405.0,1,,4.9,13.0
46587,2020-11-18,29.78,{},2020-11-29,2020-11-29,2020-11-18,66,303,8629,4.49,1,1,1.0,1,5,2018-01-01,2018-03-30,,,2018.0,2.0,19.0,1,53.99,,3,2,,75,1,2018-08-10,,,,3+2,4812*1903*1685,201708.0,1,,29.78,11.0
7648,2021-06-30,5.0,"{""2021-07-04"": ""4.6""}",2021-07-06,2021-07-06,2021-07-04,26,72,2396,10.76,2,19,1.0,0,5,2018-04-01,2018-06-15,779413.0,1.0,2018.0,1.5,12.0,1,13.38,,5,2,,22,1,,2.0,5.0,2.0,1+2,4545*1855*1719,201710.0,2,,4.6,6.0
40904,2020-10-14,5.98,"{""2020-10-17"": ""5.68""}",2020-10-19,2020-10-19,2020-10-17,17,480,7751,4.2,1,17,1.0,0,5,2016-08-01,2017-07-19,,,2015.0,1.5,32.0,2,21.98,1.0,2,2,19.0,19,2,,,,,3+2,4740*1770*1480,201505.0,1,,5.68,5.0
575,2021-04-15,15.58,{},2021-06-23,2021-06-23,2021-04-15,8,101,180,3.12,1,3,1.0,0,5,2018-05-01,2018-08-02,779412.0,2.0,2018.0,1.8,7.0,1,21.99,1.0,6,2,106.0,8,2,,2.0,4.0,3.0,1+2,4866*1832*1464,201709.0,1,,15.58,69.0
41851,2020-10-24,6.0,{},2020-10-25,2020-10-25,2020-10-24,7,7,7899,7.99,1,14,2.0,0,5,2011-12-01,2012-02-06,779415.0,2.0,,2.0,5.0,1,18.08,1.0,5,2,7.0,7,1,,1.0,5.0,2.0,1,4315*1783*1606,201101.0,1,,6.0,1.0
36070,2021-02-08,3.99,{},2021-02-20,2021-02-20,2021-02-08,8,8,6974,6.03,6,1,1.0,0,5,2015-02-01,2015-04-09,779412.0,2.0,2015.0,1.6,6.0,1,9.83,1.0,2,2,,8,2,,1.0,4.0,3.0,1,4487*1706*1470,201409.0,1,,3.99,12.0
56434,2020-09-25,8.89,"{""2020-09-26"": ""8.66""}",2020-10-07,2020-10-07,2020-09-26,12,275,10158,13.34,5,17,2.0,0,7,2010-10-01,2010-12-20,779415.0,2.0,2009.0,2.4,22.0,1,22.98,1.0,12,2,320.0,16,6,,1.0,5.0,2.0,1+2,4810*1802*1570,200908.0,1,,8.66,12.0
48873,2021-05-21,27.3,{},2021-05-25,2021-05-25,2021-05-21,114,892,8972,1.54,5,1,4.0,0,6,2020-01-01,2020-01-22,,1.0,2020.0,1.2,27.0,2,32.8,,11,2,718.0,152,1,,2.0,5.0,,1+2,5020*1960*1760,201910.0,2,,27.3,4.0
73224,2020-11-17,0.98,{},2020-11-18,2020-11-18,2020-11-17,8,462,12588,19.74,5,17,3.0,0,5,2006-07-01,2006-11-23,779412.0,2.0,2006.0,1.6,4.0,1,13.38,1.0,2,2,,8,2,,1.0,4.0,3.0,1+2,4383*1742*1446,,1,,0.98,1.0
39585,2020-12-26,7.98,"{""2021-01-17"": ""7.88""}",2021-02-21,2021-02-21,2021-01-17,26,1048,7508,4.0,5,17,1.0,0,5,2018-01-01,2018-02-09,779413.0,1.0,2017.0,1.0,18.0,2,20.18,1.0,2,2,,22,2,,2.0,4.0,3.0,1+2,4671*1835*1460,201704.0,2,,7.88,57.0
27820,2020-09-20,19.8,{},2020-10-24,2020-10-24,2020-09-20,11,15,5692,8.62,2,17,2.0,0,5,2013-11-01,2014-01-03,779412.0,2.0,2012.0,2.0,2.0,1,40.98,1.0,8,1,,12,2,,2.0,4.0,3.0,"1+2,4+2",5015*1874*1455,201203.0,1,,19.8,34.0
12570,2020-04-15,9.68,{},2020-04-16,2020-04-16,2020-04-15,32,281,3218,1.83,6,4,2.0,0,5,2013-10-01,2014-05-07,779415.0,3.0,2012.0,2.4,6.0,1,26.48,1.0,5,2,636.0,85,1,,1.0,5.0,2.0,1,4500*1810*1695,201208.0,1,2062-04-15,9.68,1.0
36763,2020-01-10,7.2,"{""2020-03-10"": ""7""}",2020-03-29,2020-03-29,2020-03-10,7,619,7080,8.28,2,3,2.0,1,7,2014-11-01,2015-08-24,779415.0,2.0,2014.0,1.6,11.0,1,11.48,1.0,17,2,68.0,56,6,2020-01-04,1.0,5.0,2.0,1,4400*1695*1847,201402.0,1,,7.0,79.0
39590,2021-03-24,7.8,{},2021-04-14,2021-04-14,2021-03-24,26,1048,7508,4.72,5,17,1.0,0,5,2018-03-01,2018-05-14,779413.0,1.0,2017.0,1.0,18.0,2,20.18,1.0,2,2,,22,2,,2.0,4.0,3.0,1+2,4671*1835*1460,201704.0,1,,7.8,21.0
4503,2020-06-15,12.5,{},2020-07-06,2020-07-06,2020-06-15,12,275,1845,9.27,8,1,1.0,0,7,2013-03-01,2013-04-07,779415.0,2.0,2013.0,2.4,22.0,1,23.98,1.0,12,2,320.0,16,6,,1.0,5.0,2.0,1+2,4810*1802*1570,201207.0,1,,12.5,21.0
48099,2021-05-18,19.3,{},2021-05-31,2021-05-31,2021-05-18,12,92,8869,0.72,5,14,4.0,0,5,2020-10-01,2021-02-03,,,2021.0,1.5,11.0,1,20.28,1.0,6,2,,16,2,,,,,1+2,4893*1862*1449,202009.0,2,,19.3,13.0
31806,2020-02-10,26.5,{},2020-02-15,2020-02-15,2020-02-10,20,127,6327,1.09,2,1,4.0,0,5,2019-02-01,2019-04-10,,,2019.0,1.5,19.0,1,31.08,1.0,6,2,307.0,21,2,,,,,1+2,4704*1810*1454,201810.0,2,,26.5,5.0
11781,2021-03-30,9.38,"{""2021-04-07"": ""8.5""}",2021-04-09,2021-04-09,2021-04-07,11,63,3082,17.32,5,1,2.0,0,5,2012-02-01,2012-03-07,779412.0,2.0,2012.0,2.0,2.0,1,39.9,1.0,6,2,,12,2,,2.0,4.0,3.0,1+2,4763*1826*1426,201108.0,1,,8.5,10.0
6764,2021-06-27,3.68,"{""2021-06-28"": ""3.96"", ""2021-07-06"": ""3.72"", ""2021-07-13"": ""3.62"", ""2021-07-17"": ""3.58"", ""2021-07-26"": ""3.47""}",2021-07-29,2021-07-29,2021-07-26,22,662,2206,4.5,1,15,2.0,0,5,2015-11-01,2016-01-20,779413.0,1.0,2015.0,1.5,1.0,1,8.77,1.0,4,2,518.0,22,10,,1.0,5.0,2.0,1,4079*1739*1528,201510.0,2,,3.47,32.0
31306,2021-03-11,26.5,{},2021-04-06,2021-04-06,2021-03-11,45,576,6232,2.17,5,1,1.0,0,5,2017-08-01,2017-10-19,779415.0,3.0,2017.0,2.0,11.0,1,36.8,1.0,3,2,454.0,47,1,,2.0,5.0,2.0,3+2,4640*1845*1645,201708.0,1,,26.5,26.0
35157,2020-03-02,4.9,{},2020-03-06,2020-03-06,2020-03-02,2,82,6838,11.76,2,15,3.0,1,5,2006-08-01,2006-09-13,779415.0,2.0,2006.0,2.4,21.0,1,26.98,1.0,6,2,66.0,24,2,2019-12-23,1.0,4.0,3.0,1+2,4825*1820*1485,,1,,4.9,4.0
5920,2020-06-23,5.58,{},2020-07-04,2020-07-04,2020-06-23,94,525,2090,10.45,8,19,2.0,0,5,2012-01-01,2012-03-30,779412.0,3.0,2012.0,2.4,3.0,1,28.6,1.0,3,2,,117,1,,1.0,5.0,2.0,1+2,4596*1850*1761,201205.0,1,,5.58,11.0
57630,2020-08-10,20.8,{},2020-08-13,2020-08-13,2020-08-10,11,238,717,7.77,6,19,1.0,0,5,2016-05-01,2016-05-17,779412.0,2.0,2016.0,2.0,13.0,1,38.34,1.0,3,2,,12,1,,2.0,5.0,2.0,1+2,4629*1898*1655,201510.0,1,,20.8,3.0
49765,2020-10-13,4.2,{},2020-10-21,2020-10-21,2020-10-13,52,867,9115,2.72,1,19,1.0,0,5,2017-12-01,2018-02-01,,,2017.0,1.5,11.0,1,8.18,1.0,1,2,,57,1,,,,,1,4405*1830*1665,201708.0,2,,4.2,8.0
257,2021-07-10,2.6,{},2021-07-13,2021-07-13,2021-07-10,34,76,249,8.21,6,2,1.0,0,5,2016-09-01,2016-11-03,779413.0,1.0,2016.0,1.6,12.0,1,7.89,1.0,2,2,135.0,36,2,,1.0,4.0,3.0,1,4698*1806*1477,201602.0,1,,2.6,3.0
69255,2020-05-28,19.0,{},2020-06-06,2020-06-06,2020-05-28,27,996,11986,6.85,4,14,1.0,0,5,2015-01-01,2015-07-08,779411.0,3.0,2015.0,2.0,19.0,1,55.8,1.0,3,2,811.0,29,1,,2.0,5.0,2.0,1+2,4600*1894*1700,201411.0,2,,19.0,9.0
88,2021-06-07,11.5,"{""2021-06-26"": ""10.9""}",2021-06-26,2021-06-26,2021-06-26,12,71,86,6.39,3,2,1.0,0,5,2018-07-01,2018-09-06,779415.0,2.0,2016.0,1.5,11.0,1,13.99,1.0,2,2,57.0,13,2,,2.0,4.0,3.0,1+2,4649*1800*1416,201604.0,1,,10.9,19.0
52184,2020-07-02,14.5,"{""2020-07-06"": ""14.4""}",2020-07-10,2020-07-10,2020-07-06,7,57,9529,0.3,1,14,1.0,0,5,2017-10-01,2017-11-17,779415.0,2.0,2017.0,2.0,20.0,1,19.68,1.0,5,2,44.0,7,1,,1.0,5.0,2.0,1+2,4675*1820*1722,201704.0,2,,14.4,8.0
6969,2020-10-30,9.99,"{""2020-10-31"": ""0.9""}",2020-11-11,2020-11-11,2020-10-31,54,672,2247,18.65,2,5,3.0,0,5,2006-11-01,2007-02-06,779415.0,2.0,2006.0,1.6,6.0,1,8.48,1.0,2,2,525.0,31,2,,,4.0,3.0,1,4400*1700*1415,,1,,0.9,12.0
41790,2020-08-12,13.2,{},2020-08-14,2020-08-14,2020-08-12,12,53,7898,4.08,1,1,2.0,0,5,2012-08-01,2012-09-14,779415.0,2.0,2012.0,2.4,22.0,1,23.98,1.0,5,2,376.0,13,1,,1.0,5.0,2.0,1+2,4550*1820*1685,201202.0,1,,13.2,2.0
18157,2020-02-24,9.88,"{""2020-03-04"": ""9.38""}",2020-06-05,2020-06-05,2020-03-04,7,113,4106,4.78,2,2,1.0,0,5,2017-04-01,2018-01-02,779415.0,2.0,2016.0,1.8,11.0,1,15.0,1.0,2,2,303.0,7,2,,1.0,4.0,3.0,1,4631*1760*1503,201603.0,1,,9.38,102.0
35638,2021-04-14,5.78,{},2021-04-17,2021-04-17,2021-04-14,18,510,6926,15.52,5,19,3.0,0,5,2006-03-01,2006-06-06,779412.0,3.0,2005.0,3.0,3.0,1,98.86,1.0,16,2,311.0,20,2,,1.0,4.0,3.0,1+2,5179*1902*1484,,1,,5.78,3.0
30400,2021-05-26,9.5,{},2021-05-27,2021-05-27,2021-05-26,7,7,1273,3.57,1,15,1.0,0,5,2018-10-01,2018-11-16,779415.0,2.0,2017.0,2.0,20.0,1,15.78,1.0,5,2,44.0,7,1,,1.0,5.0,2.0,1+2,4384*1837*1612,,1,,9.5,1.0
67246,2020-06-29,26.5,"{""2020-07-01"": ""25.8799"", ""2020-07-05"": ""25.86""}",2020-07-28,2020-07-28,2020-07-05,18,33,667,3.82,1,5,1.0,0,5,2018-09-01,2018-11-06,,,2019.0,2.0,13.0,1,33.98,1.0,6,2,153.0,23,2,,,,,1+2,4760*1811*1455,201809.0,2,,25.86,29.0
48506,2020-04-05,8.0,{},2020-05-15,2020-05-15,2020-04-05,3,137,8933,2.86,1,22,1.0,0,5,2017-08-01,2018-02-13,779416.0,2.0,2017.0,1.6,32.0,1,13.88,1.0,2,2,,3,2,,1.0,4.0,3.0,1+2,4534*1823*1483,201608.0,1,,8.0,40.0
50897,2020-07-08,4.5,"{""2020-08-02"": ""4.45""}",2020-12-05,2020-12-05,2020-08-02,2,349,9325,4.62,1,4,2.0,1,5,2015-01-01,2015-02-10,779415.0,2.0,2014.0,1.3,6.0,1,7.48,1.0,4,2,695.0,24,3,2020-06-02,1.0,5.0,2.0,1,4115*1700*1485,201311.0,2,2071-07-07,4.45,150.0
24756,2020-08-31,9.8,"{""2020-09-04"": ""9.68""}",2020-09-05,2020-09-05,2020-09-04,2,2,5182,1.78,5,14,4.0,0,5,2019-10-01,2020-01-02,,,2019.0,1.2,30.0,1,11.98,1.0,2,2,2.0,2,2,,,,,1+2,4635*1780*1455,201908.0,2,,9.68,5.0
51084,2020-10-24,1.88,{},2020-10-28,2020-10-28,2020-10-24,26,200,9364,9.55,2,14,2.0,0,5,2011-01-01,2011-10-24,779413.0,1.0,2010.0,1.5,4.0,1,10.07,1.0,2,2,,22,2,,1.0,4.0,3.0,1,4521*1788*1492,201004.0,2,,1.88,4.0
9277,2021-06-05,8.6,{},2021-06-26,2021-06-26,2021-06-05,53,671,2683,0.64,2,5,4.0,0,5,2020-12-01,2021-02-22,779413.0,1.0,2020.0,1.5,7.0,1,11.38,1.0,5,2,573.0,59,1,,2.0,5.0,,1,4525*1845*1615,202003.0,2,,8.6,21.0
70046,2021-06-24,27.2,{},2021-07-10,2021-07-10,2021-06-24,11,15,702,7.03,2,1,1.0,1,5,2019-01-01,2019-01-24,779412.0,2.0,2018.0,1.8,7.0,1,40.28,1.0,8,2,,12,2,2020-06-12,2.0,4.0,,1+2,5034*1874*1480,201812.0,2,,27.2,16.0
68575,2020-06-06,5.28,"{""2020-06-10"": ""5.8""}",2020-06-17,2020-06-17,2020-06-10,5,159,11898,3.77,1,15,1.0,0,5,2017-06-01,2017-06-15,779416.0,2.0,2017.0,1.5,6.0,1,11.69,1.0,2,2,1.0,5,2,,1.0,4.0,2.0,1,4587*1798*1463,201612.0,1,,5.8,11.0
30167,2021-01-12,13.4,"{""2021-02-19"": ""13.2""}",2021-02-20,2021-02-20,2021-02-19,12,92,263,8.02,2,7,1.0,1,5,2017-08-01,2017-08-24,779415.0,2.0,2016.0,2.0,11.0,1,18.98,1.0,6,4,,16,2,2021-01-11,1.0,4.0,3.0,1+2,4915*1845*1470,201603.0,1,,13.2,39.0
18456,2021-05-08,9.3,{},2021-05-11,2021-05-11,2021-05-08,18,33,4151,8.59,2,1,2.0,0,5,2011-04-01,2011-06-10,779412.0,2.0,2012.0,2.0,3.0,1,29.6,1.0,6,2,79.0,23,2,,1.0,4.0,3.0,1+2,4531*1817*1421,201111.0,1,,9.3,3.0
18178,2021-02-27,13.5,{},2021-03-20,2021-03-20,2021-02-27,12,92,4112,7.98,2,1,1.0,0,5,2015-06-01,2016-03-14,779415.0,2.0,2015.0,2.0,11.0,1,20.68,1.0,6,2,,16,2,,1.0,4.0,3.0,1+2,4930*1845*1470,201503.0,1,,13.5,21.0
29878,2020-07-16,13.88,"{""2020-07-19"": ""13.58"", ""2020-07-20"": ""13.38""}",2020-07-20,2020-07-20,2020-07-20,2,82,424,4.04,1,14,1.0,0,5,2016-09-01,2016-11-03,779415.0,2.0,2016.0,2.0,3.0,1,19.58,1.0,6,2,196.0,24,2,,1.0,4.0,3.0,1+2,4850*1825*1480,201608.0,2,,13.38,4.0
